[狂幹] 孫運璿 vs 陳水扁,HatePolitics
[無言] 國王的新衣,HatePolitics
[吐嘈] 沈老大在53台，婊DPP的4個影片片段,HatePolitics
[大話] 徐議員等人批My Angel財產片段 (大話新聞),HatePolitics
[轉錄][囧rz]安西教練：「三井，你負責投外線！」,HatePolitics
[惡搞] 羞身 歧家 滯國 貧天下,HatePolitics
[新聞] 打趴皇親國戚 邱毅爆紅到北京大學,HatePolitics
[轉錄][囧rz] 改的不好請見諒!陋室銘之趙建銘版!,HatePolitics
[吐嘈] 民進黨的反撲...,HatePolitics
[吐嘈] 阿扁向人民報告－收視率走勢圖,HatePolitics
[惡搞] 後中華民國書 卷一 扁帝記,HatePolitics
[惡搞] 後中華民國書 卷二 珍后記,HatePolitics
[惡搞] 後中華民國書 卷三 護國聖女記,HatePolitics
[惡搞] 後中華民國書 卷四 婊哥記,HatePolitics
[惡搞] 後中華民國書 卷五 駙馬記（一）,HatePolitics
[惡搞] 後中華民國書 卷五 駙馬記（二）,HatePolitics
[惡搞] 後中華民國書 卷五 駙馬記 本傳,HatePolitics
[惡搞] 後中華民國書 卷六 扁奴記,HatePolitics
[討論] 妓者 請不要再污衊我同學,HatePolitics
[惡搞] 罪不及XX,HatePolitics
"[惡搞] 執政成績單,六年總結版",HatePolitics
[徵文] 我不知道該用什麼主題,HatePolitics
[吐嘈] 閒來打開本日報紙看到的笑話,HatePolitics
(真正的爆料!!!)  ☆☆☆ 稗官野史★★★★,HatePolitics
[發飆] 全民洗腦,HatePolitics
[討論]民進黨的未來,HatePolitics
接任板主後的些許心情,HatePolitics
[哀傷]我心愛的民主進步黨...,HatePolitics
[惡搞] 呆完皇城記之凱道爭鋒   第一集,HatePolitics
其實我認為未來的政局I,HatePolitics
[新版自我介紹--2]a12361510,HatePolitics
新板主自我介紹,HatePolitics
其實我認為未來的政局III,HatePolitics
[轉錄]為何不想支持國民黨的原因,HatePolitics
[惡搞] 挺許財力＝愛基隆,HatePolitics
[惡搞] 媽祖婆不愛台灣,HatePolitics
[閒聊] 汪先生....,HatePolitics
[轉錄][耍冷] 總統欣慰地說。。,HatePolitics
宋楚瑜 VS 馬英九 超級比一比,HatePolitics
台灣中國比一比??,HatePolitics
"可笑的""轉型正義""",HatePolitics
[歷史] 民退黨自打嘴巴實錄,HatePolitics
[正經] 關於教育 (給藍綠鐵騎們),HatePolitics
身為軍人的悲哀，認命點吧！,HatePolitics
[吐嘈] 一座鳥園的故事,HatePolitics
[大心] 馬英九要負責>///<,HatePolitics
[惡搞] 馬19兒子沒當兵事件,HatePolitics
其實我認為未來的政局IV,HatePolitics
解散國會對國會局勢不會有大影響,HatePolitics
席次分析,HatePolitics
[轉錄]民進黨高雄遊行發走路工了,HatePolitics
[轉錄]這張照片挺有趣的!,HatePolitics
[惡搞] 阿貶之道,HatePolitics
[惡搞] 誰該下台,HatePolitics
[發飆] 論證無恥馬英囧下台!!,HatePolitics
如果兩岸真的統一.....,HatePolitics
[心得] 我實在搞不懂 認同問題,HatePolitics
[社會] 農村的致命坑洞  ◎吳音寧,HatePolitics
[討論] 伊是咱的寶貝,HatePolitics
[心得] 謝大炳跟吳敦義對高雄的貢獻,HatePolitics
政治家關心下一代，政客關心下一次選舉,HatePolitics
[惡搞] 阿騙果然記恨18啪,HatePolitics
說到未來政局...   國際篇,HatePolitics
[震怒] 剛從南鯤鯓回來....,HatePolitics
[震怒] 我要被退學了啦!（2）,HatePolitics
[閒聊] 南鯤鯓現在.....,HatePolitics
[發飆] 幹  真他媽的無聊,HatePolitics
[搞笑] 2100搞笑版,HatePolitics
關於SOGO案起訴的問題,HatePolitics
[轉錄]2100全民開講的大概演進...,HatePolitics
[震怒] 許定你給我跪下!,HatePolitics
[認真] 「三三」來遲的中秋恨文,HatePolitics
[震怒] 你有受過專業的扁奴訓練嘛!!!,HatePolitics
[惡搞] 201X年國慶新聞,HatePolitics
[閒聊] 紅軍 泛綠 與 鄉民,HatePolitics
[心得] 年底台北市選情預測,HatePolitics
[惡搞] 台灣島的悲哀,HatePolitics
[閒聊] 宋楚瑜,HatePolitics
[閒聊] 關於死人錢之事,HatePolitics
[討論] 台北市罷免統計 Part 2,HatePolitics
[惡搞] 挺扁&倒扁,HatePolitics
公司下市了，股東回家吧,HatePolitics
[震怒] 不要臉的立委諸公,HatePolitics
[轉錄]為什麼我們要關心政治?!,HatePolitics
很有趣,HatePolitics
[震怒] 幹Xx.的倒扁衣~!!,HatePolitics
[發飆] 天下嘴泡何其多,HatePolitics
[震怒] 永和的人民同意了這個決定!,HatePolitics
[震怒] 永和的人民同意了這個決定!,HatePolitics
[惡搞] 豪洨新聞--黨產換罷免‧大家攏歡喜,HatePolitics
[震怒] 永和的人民同意了這個決定!,HatePolitics
